code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
7,2013J,707,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
9,2013J,793,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
1,2013J,888,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn
2,2013J,207,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction
6,2013J,642,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
1,2013J,712,M,London Region,A Level or Equivalent,20-Oct,35-55,0,120,Y,Withdrawn
2,2013J,779,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
5,2013J,949,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
0,2013J,320,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail
0,2013J,651,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass
4,2013J,685,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
4,2013J,584,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass
7,2013J,865,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail
8,2013J,192,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
1,2013J,148,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn
1,2013J,175,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
7,2013J,602,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass
2,2013J,730,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass
8,2013J,268,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass
3,2013J,850,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass
0,2013J,780,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass
7,2013J,861,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
0,2013J,969,F,London Region,Lower Than A Level,20-Oct,0-35,0,60,N,Pass
1,2013J,375,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass
7,2013J,493,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass
5,2013J,834,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
2,2013J,991,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction
5,2013J,274,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
0,2013J,828,F,North Region,HE Qualification,,35-55,0,60,N,Pass
0,2013J,288,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
1,2013J,657,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn
1,2013J,991,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
3,2013J,578,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
2,2013J,622,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
1,2013J,752,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
9,2013J,914,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
2,2013J,550,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
2,2013J,582,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
1,2013J,402,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
2,2013J,764,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
6,2013J,680,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
1,2013J,488,F,West Midlands Region,A Level or Equivalent,20-Oct,0-35,0,60,Y,Pass
6,2013J,784,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
8,2013J,187,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
4,2013J,812,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
4,2013J,957,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
1,2013J,638,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
3,2013J,957,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
1,2013J,786,F,London Region,Lower Than A Level,20-Oct,35-55,0,60,N,Pass
6,2013J,363,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
0,2013J,201,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
6,2013J,871,M,East Midlands Region,A Level or Equivalent,20-Oct,0-35,0,120,N,Pass
6,2013J,253,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
7,2013J,908,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass
2,2013J,277,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
0,2013J,775,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
6,2013J,546,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass
4,2013J,649,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
3,2013J,422,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
0,2013J,798,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass
4,2013J,836,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
6,2013J,606,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
5,2013J,183,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass
9,2013J,613,F,North Region,HE Qualification,20-Oct,0-35,0,150,N,Fail
8,2013J,945,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
4,2013J,613,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
4,2013J,705,M,East Anglian Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
6,2013J,947,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
7,2013J,336,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
5,2013J,675,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Pass
6,2013J,216,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass
7,2013J,848,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass
4,2014J,159,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass
2,2014J,950,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
4,2014J,234,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction
7,2014J,827,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
7,2014J,479,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
1,2014J,244,M,North Region,HE Qualification,30-40%,35-55,0,60,N,Pass
8,2014J,790,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass
1,2014J,749,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
4,2014J,200,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass
9,2014J,374,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
9,2014J,184,F,East Midlands Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
8,2014J,113,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
0,2014J,644,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail
2,2014J,282,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
9,2014J,189,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
7,2014J,640,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
0,2014J,451,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
1,2014J,306,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
1,2014J,581,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
5,2014J,946,M,South East Region,Lower Than A Level,20-Oct,35-55,0,60,N,Withdrawn
1,2014J,736,M,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Pass
9,2014J,988,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
2,2014J,559,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
5,2014J,559,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass
6,2014J,185,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Pass
1,2014J,417,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
7,2014J,647,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
0,2014J,390,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
0,2014J,560,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
5,2014J,737,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass
1,2014J,829,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction
0,2014J,753,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass
5,2014J,490,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn
6,2014J,162,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
7,2014J,175,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
4,2014J,182,M,South East Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
2,2014J,681,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
2,2014J,653,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
9,2014J,519,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
1,2014J,640,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn
6,2014J,475,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,Y,Pass
6,2014J,757,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction
1,2014J,609,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
9,2014J,477,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,N,Pass
2,2014J,765,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail
7,2014J,122,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass
5,2014J,197,M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass
0,2014J,505,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,Y,Pass
7,2014J,513,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
6,2014J,112,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
4,2014J,342,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
0,2014J,897,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
3,2014J,460,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass
9,2014J,408,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
8,2014J,719,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn
1,2014J,827,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass
3,2014J,102,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
1,2014J,238,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Pass
5,2014J,335,M,North Region,A Level or Equivalent,20-Oct,35-55,0,60,N,Pass
9,2014J,771,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass
1,2014J,456,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
7,2014J,327,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
9,2014J,114,F,East Anglian Region,HE Qualification,90-100%,35-55,0,270,N,Withdrawn
8,2014J,535,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass
5,2014J,764,M,Yorkshire Region,Lower Than A Level,20-Oct,35-55,0,60,N,Fail
2,2014J,277,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass
1,2014J,767,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
8,2014J,637,M,East Midlands Region,HE Qualification,20-Oct,35-55,0,60,N,Pass
6,2014J,218,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
6,2014J,713,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass
9,2014J,394,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
9,2014J,287,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Pass
1,2014J,930,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
5,2014J,705,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
0,2014J,466,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass
6,2014J,655,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
0,2014J,577,M,Yorkshire Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
5,2014J,279,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
5,2014J,454,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
4,2014J,366,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
6,2014J,472,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass
8,2014J,907,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction
5,2014J,123,M,South West Region,A Level or Equivalent,20-Oct,35-55,0,60,N,Distinction
9,2014J,559,F,London Region,A Level or Equivalent,80-90%,35-55,1,120,N,Withdrawn
0,2014J,314,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
3,2014J,423,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
0,2014J,198,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
4,2014J,379,M,North Region,Lower Than A Level,,35-55,0,60,N,Distinction
5,2014J,637,F,South Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass
4,2014J,734,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail
6,2014J,961,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
1,2014J,114,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
3,2014J,648,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
8,2014J,713,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass
4,2014J,699,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
8,2014J,758,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn
7,2014J,450,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass
7,2014J,819,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
0,2014J,739,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass
7,2014J,739,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,Pass
0,2014J,690,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
9,2014J,507,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
5,2014J,207,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
5,2014J,629,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass
1,2014J,700,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
0,2014J,402,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
3,2014J,702,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
6,2014J,304,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
6,2014J,129,M,North Western Region,A Level or Equivalent,20-Oct,35-55,0,60,Y,Pass
5,2014J,666,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
4,2014J,903,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
7,2014J,411,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Pass
9,2014J,566,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
6,2014J,104,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Fail
8,2014J,331,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
0,2014J,778,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
4,2014J,195,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
2,2014J,280,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
2,2014J,458,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass
7,2014J,438,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
4,2014J,136,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
0,2014J,260,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
5,2014J,409,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
0,2014J,907,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
4,2014J,916,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
6,2014J,638,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass
0,2014J,935,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
2,2014J,553,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
8,2014J,688,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
5,2014J,880,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn
1,2014J,602,M,Yorkshire Region,A Level or Equivalent,20-Oct,35-55,0,60,N,Pass
0,2014J,645,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,180,N,Withdrawn
7,2014J,781,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail
5,2014J,486,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
6,2014J,730,F,South Region,HE Qualification,90-100%,35-55,1,60,N,Distinction
4,2014J,415,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
5,2014J,591,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Fail
7,2014J,335,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
5,2014J,237,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
7,2014J,969,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
3,2014J,301,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
2,2014J,371,M,East Anglian Region,HE Qualification,20-Oct,0-35,0,120,N,Withdrawn
0,2014J,574,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,N,Pass
1,2014J,944,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
6,2014J,315,F,North Region,A Level or Equivalent,,0-35,0,60,N,Pass
2,2014J,969,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass
5,2014J,979,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Withdrawn
9,2014J,121,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
4,2014J,259,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
1,2014J,430,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
1,2014J,911,F,East Midlands Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
5,2014J,366,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
7,2014J,653,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
5,2014J,524,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Pass
4,2014J,441,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass
1,2014J,251,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass
2,2014J,421,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
7,2014J,535,M,Scotland,HE Qualification,20-Oct,0-35,0,60,N,Pass
3,2014J,190,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
4,2014J,907,M,Ireland,HE Qualification,,0-35,0,60,N,Pass
2,2014J,556,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
1,2014J,386,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction
3,2014J,541,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
5,2014J,826,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
5,2014J,452,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
7,2014J,130,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
4,2014J,460,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass
8,2014J,994,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass
2,2014J,569,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
4,2014J,446,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Fail
5,2014J,669,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
5,2014J,997,F,South West Region,A Level or Equivalent,20-Oct,35-55,0,300,N,Fail
6,2014J,884,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,N,Pass
5,2014J,933,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction
4,2014J,790,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Fail
7,2014J,627,F,South Region,Lower Than A Level,40-50%,0-35,0,180,Y,Fail
4,2014J,953,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
9,2014J,832,F,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Pass
9,2014J,241,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
9,2014J,759,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
0,2014J,921,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,Pass
4,2014J,132,M,West Midlands Region,A Level or Equivalent,,35-55,0,60,N,Pass
8,2014J,492,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass
1,2014J,288,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
4,2014J,814,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
7,2014J,508,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
7,2014J,199,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Distinction
9,2014J,993,M,South East Region,HE Qualification,80-90%,35-55,0,60,N,Pass
0,2014J,885,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
3,2014J,977,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
7,2014J,147,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
3,2014J,556,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Fail
9,2014J,391,M,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,Fail
2,2014J,181,F,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
0,2014J,614,M,London Region,HE Qualification,20-Oct,0-35,0,120,N,Pass
5,2014J,443,M,Ireland,Lower Than A Level,,0-35,0,300,N,Distinction
5,2014J,147,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,N,Fail
4,2014J,848,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
3,2014J,108,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
2,2014J,742,F,South West Region,HE Qualification,70-80%,0-35,0,120,N,Pass
7,2014J,161,M,South West Region,HE Qualification,20-30%,0-35,0,60,N,Pass
6,2014J,822,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
8,2014J,268,M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
2,2014J,206,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail
6,2014J,649,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
7,2014J,341,M,South East Region,HE Qualification,90-100%,35-55,1,60,N,Withdrawn
9,2014J,977,F,East Anglian Region,HE Qualification,20-30%,35-55,1,120,N,Pass
5,2014J,672,M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction
1,2014J,207,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail
7,2014J,227,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
5,2014J,613,F,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
8,2014J,918,F,East Anglian Region,HE Qualification,70-80%,0-35,0,120,N,Pass
5,2014J,379,F,London Region,A Level or Equivalent,20-Oct,0-35,0,180,N,Withdrawn
8,2014J,785,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
5,2014J,437,M,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
0,2014J,667,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
8,2014J,882,M,London Region,Lower Than A Level,20-Oct,0-35,0,120,Y,Withdrawn
3,2014J,982,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass
1,2014J,188,F,Scotland,HE Qualification,70-80%,0-35,0,90,N,Withdrawn
3,2014J,253,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Distinction
2,2014J,281,M,South West Region,Lower Than A Level,90-100%,35-55,0,120,N,Fail
2,2014J,568,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
5,2014J,991,F,Scotland,HE Qualification,20-Oct,0-35,0,120,N,Fail
6,2014J,700,M,London Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass
2,2014J,636,M,London Region,HE Qualification,80-90%,0-35,0,60,N,Pass
9,2014J,806,F,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn
8,2014J,906,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
5,2014J,371,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Distinction
3,2014J,711,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
6,2014J,370,F,West Midlands Region,HE Qualification,40-50%,0-35,0,120,N,Pass
5,2014J,286,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass
3,2014J,924,M,South Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn
2,2014J,457,F,East Anglian Region,HE Qualification,70-80%,35-55,0,180,N,Fail
2,2014J,555,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,Pass
2,2014J,177,F,London Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Withdrawn
7,2014J,892,F,Scotland,HE Qualification,50-60%,0-35,0,90,N,Pass
4,2014J,714,M,North Region,HE Qualification,,55<=,1,60,N,Withdrawn
5,2014J,631,F,South Region,HE Qualification,50-60%,35-55,0,120,N,Withdrawn
8,2014J,681,F,South East Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn
9,2014J,594,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
5,2014J,194,M,South Region,HE Qualification,30-40%,0-35,0,120,N,Pass
